full_text,positive_score,negative_score,booster_score,negation_score,policy_score,confidence,suggestion,need_review,positive_words,negative_words,booster_words,negation_words,policy_words,final_label
ketua dpr sudah terpilih ketua dpd sudah terpilih presiden sedikit lagi dilantik ketua mpr hari ini baru saja terpilih kemarin baru kena shock terapy basic saja kita kita yang muda dan kita kudu waspada dengan negara dalam tahun ke depan kenapa simak threadnya di bawah ini,7.0,6.0,0,0,4,0.7507,positive,False,"sudah, sudah, presiden, muda, waspada, dalam, simak","sedikit, lagi, saja, kena, saja, yang",,,"dpr, presiden, mpr, negara",
sangat lucu ada pernyataan menteri bhw penurunan harga bbm belum perlu walau harga minyak dunia sudah turun mekanisme harga bbm bbm nonsubsidi hanya oleh bbm subsidi premium solar dan minyak tanah tertentu oleh menteri esdm,11.5,4.5,1,1,7,1.0,positive,False,"sangat, lucu, ada, harga, harga, dunia, sudah, turun, harga, subsidi, premium","penurunan, perlu, walau, hanya",sangat,belum,"menteri, bbm, bbm, bbm, bbm, subsidi, menteri",
setuju imbauan bpk presiden agar beli produk dalam negeri untuk bangkitkan ekonomi syaratnya rkyt hrs punya uang cara brkn lapangan kerja ke rakyat bkn ke tka berikan uang tunai lewat blt kurangi pengeluaran rkyt dg turunkan bbm tarif listrik dan bpjs,10.0,3.0,0,0,4,1.0,positive,False,"setuju, presiden, beli, produk, dalam, punya, lapangan, kerja, tunai, lewat","agar, cara, pengeluaran",,,"presiden, ekonomi, bbm, bpjs",
jika negara tidak ada duit sebaiknya sita harta koruptor jiwasraya asabri bpjs bansos dan harta koruptor lainnya yang bernilai trilyunan rupiah itu,3.0,3.0,0,1,4,0.5782,neutral,True,"harta, harta, bernilai","ada, yang, itu",,tidak,"negara, bpjs, bansos, rupiah",
cara sederhan menghitung harga bbm ada variabel yang menentukan harga bbm tapi hanya yang utama yaitu harga minyak dunia kurs rupiah dan besaran subsidi harga minyak dunia sudah turun sktr kurs melemah sktr artinya harga bbm bisa turun sbsr,13.0,5.0,0,0,5,1.0,positive,False,"harga, ada, menentukan, harga, harga, dunia, subsidi, harga, dunia, sudah, turun, harga, turun","cara, yang, hanya, yang, melemah",,,"bbm, bbm, rupiah, subsidi, bbm",
sby th tidak pernah telat tiap bulan kasih blt tidak pernah tuh pamer bantuan presiden sby th kasih subsidi bbm tidak pernah tuh bangga in subsidi presiden segitunya pak jokowi butuh pengakuan,9.0,5.0,0,3,5,1.0,positive,False,"kasih, bantuan, presiden, kasih, subsidi, bangga, subsidi, presiden, pengakuan","telat, bulan, pamer, segitunya, butuh",,"tidak, tidak, tidak","presiden, subsidi, bbm, subsidi, presiden",
hnw dorong pembentukan perpres tentang ekstremisme korupsi spt jiwasraya asabri bpjs tk bansos,1.0,1.0,0,0,3,0.5485,neutral,True,tentang,korupsi,,,"korupsi, bpjs, bansos",
dua hari sebelum diterungku di rumah tahanan komisi pemberantasan korupsi menteri sosial juliari peter batubara menghadap presiden joko widodo di istana bogor jumat pagi desember lalu majalahtempo,8.0,1.0,0,0,4,1.0,positive,False,"dua, rumah, komisi, sosial, presiden, jumat, pagi, lalu",korupsi,,,"korupsi, menteri, sosial, presiden",
pemerintah mendukung langkah kpk menangkap dan memburu para koruptor di institusi pemerintah termasuk di kkp kemensos ott pemda dll sejak awal presiden sudah meminta agar kpk kejagung dan polri tidak rikuh memerangi korupsi asalkan benar dan profesional bravo kpk,10.0,3.0,0,1,2,1.0,positive,False,"mendukung, langkah, menangkap, memburu, para, awal, presiden, sudah, meminta, benar","termasuk, agar, korupsi",,tidak,"presiden, korupsi",
kalo presiden wapres menteri kapolri panglima tni jaksa agung bpip ksp wantimpres stafsus bos bumn anggota dpr tidak terima gaji sebulan saja tidak mungkin langsung jatuh miskin kan ngumpulin donasi dari rakyat rakyat udah susah woy bbm tidak turun turun,8.0,7.0,0,3,4,0.7137,positive,False,"presiden, panglima, agung, bos, mungkin, langsung, jatuh, turun","anggota, terima, saja, miskin, dari, susah, turun",,"tidak, tidak, tidak","presiden, menteri, dpr, bbm",
perlajanan bbm di windows phone jkttekno,0.0,0.0,0,0,1,0.47,neutral,True,,,,,bbm,
bapak presiden yth saran saya mari kita fokus tingkatkan daya beli rakyat dg cara isi dompet rakyay dg ubah bantuan jadi uang tunai program padat karya dll serta turunkan bbm listrik bpjs biaya sekolah dll jika daya beli naik maka rakyat bisa beli produk umkm,17.0,2.0,0,0,3,1.0,positive,False,"presiden, saran, mari, fokus, beli, isi, bantuan, jadi, tunai, padat, karya, serta, sekolah, beli, naik, beli, produk","saya, cara",,,"presiden, bbm, bpjs",
bbm naik tarif baru angkutan umum diberlakukan jktnews,2.0,0.0,0,0,1,0.8325,positive,False,"naik, umum",,,,bbm,
coba tanya pada nurani anda ketika pemerintah cabut subsidi listrik dan gas kg sehingga ada kenaikan harga disisi lain pemerintah beri subsidi ke orang kaya berupa suntikan triliunan rupiah ke pengusaha sawit nerima tidak sik,8.0,5.0,0,1,3,1.0,positive,False,"coba, tanya, subsidi, ada, harga, beri, subsidi, kaya","pada, anda, cabut, gas, lain",,tidak,"subsidi, subsidi, rupiah",
viral masyrkt minang menghimbau presiden ri jokowi mundur scr terhormat dari jabatannya dpr mpr dan tokoh diminta untuk pertimbangankan sebagai solusi selamatkan bangat,4.0,3.0,0,0,3,0.7361,positive,False,"presiden, terhormat, tokoh, solusi","mundur, dari, sebagai",,,"presiden, dpr, mpr",
saat hutang dan riba kotori otakku keinginan tidak penting muncul untung aku bukan presiden kalau tidak gara hutang aku ingin motong dana pensiun cabut subsidi gas bpjs bangun itu ini kalau kurang ngutang lagi tapi papa tidak ingin kawin lagi kok yang sue er,8.0,15.0,0,4,3,1.0,negative,False,"keinginan, muncul, untung, aku, gara, aku, dana, subsidi","hutang, riba, penting, presiden, kalau, hutang, pensiun, cabut, gas, itu, kalau, kurang, lagi, lagi, yang",,"tidak, bukan, tidak, tidak","presiden, subsidi, bpjs",
komposisi pimpinan dpr dan mpr yang mayoritas diisi oleh partai koalisi pendukung presiden jokowi berpotensi membuat kedua lembaga itu tidak kritis ke pemerintah harapan satu satunya adalah oposisi jalanan masyarakat sipil,5.0,5.0,0,1,3,0.5706,neutral,True,"pendukung, presiden, membuat, kritis, satu","yang, lembaga, itu, oposisi, jalanan",,tidak,"dpr, mpr, presiden",
jangan ngeles bu dirut harga bbm non subsidi itu kewenangan direksi kalau yang subsidi adalah kewenangan menteri esdm atas usulan direksi,4.0,6.0,0,1,4,0.929,negative,False,"ngeles, harga, subsidi, subsidi","itu, direksi, kalau, yang, atas, direksi",,jangan,"bbm, subsidi, subsidi, menteri",
raeni dapat privilege perhatian presiden foto itu viral sby manggil ke istana nyuruh menteri pendidikan kasih beasiswa langsung keterima presidential scholarship raeni at least tidak perlu apply seleksi,6.0,3.0,0,1,2,1.0,positive,False,"dapat, perhatian, presiden, foto, kasih, langsung","itu, nyuruh, perlu",,tidak,"presiden, menteri",
ormas fpi banyak merugikan keuangan negara bahkan sampai ratusan triliunan rupiah berbeda dengan oknum polisi dan oknum partai politik yang tidak pernah sama sekali korupsi apa lagi merugikan keuangan negara jangankan korupsi nyolong duit bansos saja tidak pernah,3.5,13.5,1,2,7,1.0,negative,False,"banyak, sampai, sama","merugikan, berbeda, politik, yang, sekali, korupsi, apa, lagi, merugikan, jangankan, korupsi, nyolong, saja",sekali,"tidak, tidak","negara, rupiah, politik, korupsi, negara, korupsi, bansos",
banyak yang minta versi lebih panjang dari acara pentas seni prestasi tanpa korupsi yang diperankan oleh menteri kabinet indonesia maju nih part,7.5,6.5,1,0,3,0.8491,positive,False,"banyak, minta, lebih, panjang, seni, prestasi, maju","yang, dari, tanpa, korupsi, yang, kabinet",lebih,,"korupsi, menteri, kabinet",
cukup dengan fitur ini tak perlu pin lagi untuk tambah teman di bbm android ios,2.0,2.0,0,1,1,0.5167,neutral,True,"cukup, tambah","perlu, lagi",,tak,bbm,
dpr meninggalkan segudang masalah legislasi korupsi hingga anggaran besar tanpa prestasi orang orang akan selalu mengingat ini penghujung masa kerja mereka diwarnai satu minggu penuh demo oleh mahasiswa dan elemen masyarakat lain,5.0,6.0,0,0,4,0.7659,negative,False,"besar, prestasi, kerja, satu, penuh","meninggalkan, masalah, korupsi, tanpa, demo, lain",,,"dpr, korupsi, anggaran, mahasiswa",
pr lingkungan u presiden ke hrs dibantu rakyat yuk gabung di wadah jurnalisme warga prke,4.0,1.0,0,0,1,1.0,positive,False,"lingkungan, presiden, dibantu, yuk",gabung,,,presiden,
menko polhukam mahfud md menegaskan usulan pembebasan narapidana kasus korupsi bukan dari pemerintah menurutnya menteri hukum dan ham yasonna laoly hanya menyampaikan usulan masyarakat,5.0,2.0,0,1,2,0.9929,positive,False,"menegaskan, pembebasan, dari, hukum, menyampaikan","korupsi, hanya",,bukan,"korupsi, menteri",
sebaiknya presiden pakai uang yang ada untuk bangunkan rumah korban gempa lombok sumbawa palu banten dll dan bayar hutang bpjs yang menunggak kalau ada realisasikan janji untuk tidak mencabut subsidi dan menggaji rakyat kita honorer yang diabaikan dan banyak lagi,10.0,7.0,0,1,3,1.0,positive,False,"presiden, ada, rumah, gempa, bayar, ada, janji, mencabut, subsidi, banyak","yang, korban, hutang, yang, kalau, yang, lagi",,tidak,"presiden, bpjs, subsidi",
bagaimana vaksin diuji coba dlu di kelg jokowi dan kelg mentri kalangan dpr mpr kalau terbukti aman baru rakyat diberi vaksin setujuu kan presiden mentri dpr mpr dan keluarga hrs diutamakan dulu spy tidak terkena covid,6.0,1.0,0,1,5,1.0,positive,False,"coba, terbukti, aman, presiden, keluarga, terkena",kalau,,tidak,"dpr, mpr, presiden, dpr, mpr",
sebagai contoh kecil saja betapa pak seorang demokratis saat saya msh sesmen bumn saya secara terbuka dan bahkan di dpr menolak subsidi bbm yang sangat besar yang diinginkan oleh beliau karena saya anggap tidak adil thdp rakyat tapi beliau tidak serta merta memecat saya,7.5,14.5,1,2,3,1.0,negative,False,"contoh, betapa, terbuka, subsidi, sangat, besar, diinginkan","sebagai, kecil, saja, saya, saya, menolak, yang, yang, karena, saya, adil, serta, memecat, saya",sangat,"tidak, tidak","dpr, subsidi, bbm",
yang hoax esemka dia yang ingkar janji dia yang bohong dia yang cabut subsidi dia yang impor dia yang hutang dia yang naikkan bbmdantdl dia kok dia yang merasa sabar hoaxpropagandarusia prabowosandiindonesiajaya presiden jkw sabar ada batasnya dipikir saya takut,8.0,23.0,0,0,2,1.0,negative,False,"janji, subsidi, naikkan, sabar, presiden, sabar, ada, takut","yang, hoax, dia, yang, ingkar, dia, yang, bohong, dia, yang, cabut, dia, yang, dia, yang, hutang, dia, yang, dia, dia, yang, merasa, saya",,,"subsidi, presiden",
istilahnya diresmikan semua pejabat tinggi negara diresmikan dengan sk presiden termasuk anggota dpr dpd mpr hakim agung hakim mk dll tetapi presiden bukan yang memilih mengangkat itu prosedur ketatanegaraan saja,6.0,7.0,0,1,5,0.7883,negative,False,"tinggi, presiden, agung, presiden, yang, mengangkat","semua, pejabat, termasuk, anggota, itu, prosedur, saja",,bukan,"negara, presiden, dpr, mpr, presiden",
indonesia bukan untuk diperebutkan indonesia untuk dicintai kalau tidak bisa mencintai dengan cara menjadi presiden jangan ngambek,3.0,2.0,0,3,1,0.6335,positive,True,"mencintai, presiden, ngambek","kalau, cara",,"bukan, tidak, jangan",presiden,
aku list semua beasiswa yang aku liat di tl hope it helps btw itu aku notes bbrapa tidak bisa untuk maba dan kampus mitra hadeh nasib tidak top bikelah,6.0,5.0,0,2,1,0.6748,positive,False,"aku, aku, liat, aku, mitra, nasib","semua, yang, itu, hadeh, top",,"tidak, tidak",kampus,
bagi rakyat yang menyeramkan bukan sontoloyo dan genderuwo tapi yang menyeramkan adalah ingkar janji tol naik sembako naik listrik naik pajak naik bbm naik bpjs naik gas naik harga naik biaya hidup naik cari kerja susah semua impor,14.0,10.0,0,1,3,1.0,positive,False,"bagi, janji, naik, naik, naik, naik, naik, naik, naik, harga, naik, hidup, naik, kerja","yang, menyeramkan, yang, menyeramkan, ingkar, pajak, gas, cari, susah, semua",,bukan,"pajak, bbm, bpjs",
para menteri kabinet kerja hadir diacara ngunduh mantu putri presiden mbak kahiyang dan mas bobby di medan acara yang menjujung tinggi adat istiadat nusantara yang kaya raya pernikahanbudaya,6.0,3.0,0,0,3,1.0,positive,False,"para, kerja, hadir, presiden, tinggi, kaya","kabinet, yang, yang",,,"menteri, kabinet, presiden",
ada berapa jumlah muslim di dpr mpr kenapa harus rakyat yang demo kan ada wakil rakyat adp,3.0,3.0,0,0,2,0.5782,neutral,True,"ada, muslim, ada","harus, yang, demo",,,"dpr, mpr",
sangat sepakat dengan himbauan presiden kalau sampai mobil dinas kabinet pakai mobil selain mobil esemka ya kebangetan ayo pakai mobil esemka sbg mobil dinas para menteri kabinet,12.5,3.5,1,0,4,1.0,positive,False,"sangat, sepakat, presiden, sampai, mobil, mobil, mobil, ya, ayo, mobil, mobil, para","kalau, kabinet, kabinet",sangat,,"presiden, kabinet, menteri, kabinet",
fpks dprri pemerintah bayar utang ratusan triliun bisa kenapa subsidi bpjs tidak bisa viva,2.0,1.0,0,1,2,0.6736,positive,False,"bayar, subsidi",utang,,tidak,"subsidi, bpjs",
masalah lingkungan di indonesia msh bnyk dan terus nambah siapa yang bertanggung jawab kita rakyat dan pemerintah prke,3.0,2.0,0,0,0,0.6694,positive,False,"lingkungan, siapa, jawab","masalah, yang",,,,
demo besar menolak ruu hip terjadi di bbrpa tempat trtma di depan gedung dpr mpr ri tetapi tak satu pun media tv yang memberitakannya scra life ini mirip kejadian saat reuni desember lalu yang mana saat itu hanya yang live,6.0,11.0,0,1,2,1.0,negative,False,"besar, terjadi, mirip, kejadian, lalu, live","demo, menolak, tempat, satu, pun, yang, life, yang, itu, hanya, yang",,tak,"dpr, mpr",
presiden wong cilik cilik utekke presiden rakyat kecil kecil otaknya yang kaya raya semakin dimanja ada subsidi ini itu pajak ini itu pun turun kami pendukung prabowo yang mencita citakan bangsa ini adil makmur mengucapkan tai kucing,11.5,10.5,1,0,4,0.8586,positive,False,"presiden, presiden, kaya, semakin, ada, subsidi, turun, pendukung, adil, makmur, mengucapkan","kecil, kecil, otaknya, yang, itu, pajak, itu, pun, yang, tai",semakin,,"presiden, presiden, subsidi, pajak",
berhentilah main drama iuran bpjs itu naik karena pemerintah dan dpr tidak menganggarkan dalam apbn untuk menutup defisit saat dinaikkan lewat keputusan presiden anggota dan partai pura galak ke bpjs padahal penyebab naik adalah keseoakatan mereka dalam apbn,8.0,8.0,0,1,6,0.6553,neutral,False,"main, naik, dalam, lewat, keputusan, presiden, naik, dalam","drama, itu, karena, menutup, defisit, anggota, galak, penyebab",,tidak,"bpjs, dpr, apbn, presiden, bpjs, apbn",
jokowi harga bbm naik dikit demo yang korupsi gede gede itu yang didemo,4.0,6.0,0,0,2,0.9823,negative,False,"harga, naik, gede, gede","dikit, demo, yang, korupsi, itu, yang",,,"bbm, korupsi",
denda juta rupiah untuk pengunjung taman monas yang jajan di pkl jktnews,3.0,1.0,0,0,1,0.8533,positive,False,"denda, juta, taman",yang,,,rupiah,
mari kita dukung bu kembali jadi menteri kkp orang brpengalaman dan nasionalis yang benar mengerti laut indonesia pak presiden mohon pada perombakan kabinet mendatang kembalikan bu susi mengepalai kkp laut kaya harus diurus orang yang mampu dan mumpuni,9.0,7.0,0,0,3,0.9153,positive,False,"mari, dukung, jadi, benar, mengerti, presiden, mohon, kaya, mampu","kembali, yang, pada, kabinet, mendatang, harus, yang",,,"menteri, presiden, kabinet",
thanks god alhamdulillah jokowi sah menjadi presiden,4.0,0.0,0,0,1,1.0,positive,False,"thanks, alhamdulillah, sah, presiden",,,,presiden,
fpks dprri alhamdulillah pemerintah mendengarkan kami yang perjuangkan nasib rakyat kecil menolak pencabutan subsidi dan kenaikan harga lpg kg dalam rapat di komisi vii dprri menteri esdm nyatakan sepakat unt tak naikkan harga dan tak cabut subsidi,11.0,4.0,0,2,3,1.0,positive,False,"alhamdulillah, nasib, subsidi, harga, dalam, rapat, komisi, sepakat, harga, cabut, subsidi","yang, kecil, menolak, naikkan",,"tak, tak","subsidi, menteri, subsidi",
rumah murah subsidi pemerintah dp presiden jokowi mosok pengusaha bangun tidak untung mana ada,5.0,1.0,0,1,2,1.0,positive,False,"rumah, murah, subsidi, presiden, ada",untung,,tidak,"subsidi, presiden",
mati listrik satu jam orang di pulau jawa pln bangsad orang di luar pulau jawa dasar lemah u bangsad subsidi bbm dicabut orang di pulau jawa pemerintah bangsad orang di luar pulau jawa lemah u bangsad,9.0,0.0,0,0,2,1.0,positive,False,"mati, satu, jawa, jawa, lemah, subsidi, jawa, jawa, lemah",,,,"subsidi, bbm",
bahaya sekali sebenarnya jika dari mulut pemerintah sudah keluar pernyataan corona tidak kuat di cuaca indonesia bisa dibayangkan jika pikiran ini yang menguat dibenak presiden dan kabinet tindakan yang diambil akan seadanya saja sedang yang mati dan positif tiap hari terus bertambah,6.5,12.5,1,1,2,1.0,negative,False,"sebenarnya, sudah, presiden, tindakan, mati, positif","bahaya, sekali, dari, mulut, keluar, kuat, yang, kabinet, yang, saja, yang, bertambah",sekali,tidak,"presiden, kabinet",
pak sby ketua umum partai demokrat hbgnya sgt baik dengan pak joko widodo presiden ri ke aku mohon bergabung bersama dalam koalisi besar pak jokowi priode karena sangat membantu calon dpr mpr ri partai demokrat hati boleh panas kepala tetap dingin jkw x lagi merdeka,15.5,3.5,1,0,3,1.0,positive,False,"umum, baik, presiden, aku, mohon, bersama, dalam, besar, sangat, membantu, hati, boleh, panas, tetap, dingin","bergabung, karena, lagi",sangat,,"presiden, dpr, mpr",
sst kan ceritanya aku enggak pakai bbm bbm nya di bales sama fiersabesari,3.0,1.0,0,1,2,0.8469,positive,False,"ceritanya, aku, sama",bales,,enggak,"bbm, bbm",
si zulkifli hasan beti beda tipis dengan besannya si ar kalau bicara tidak tau membedakan acara resmi kenegaraan agustus pidato presiden ri ke bpk joko widodo di gedung dpr mpr ri dimana pidatonya sebagai ketua mpr tidak berdasarkan data yang akurat makin galau nie ye merdeka,8.5,6.5,1,2,4,0.9015,positive,False,"hasan, tipis, tau, resmi, presiden, berdasarkan, akurat, makin","beda, kalau, membedakan, sebagai, data, yang",makin,"tidak, tidak","presiden, dpr, mpr, mpr",
alhamdulillah polda metro jaya berhasil gagalkan upaya peledakan bom yang diduga akan digunakan saat prosesi pelantikan presiden dan wakil presiden di gedung mpr dpr bravopolri kabinetbarusemangatbaru,8.0,2.0,0,0,4,1.0,positive,False,"alhamdulillah, jaya, berhasil, upaya, bom, digunakan, presiden, presiden","yang, pelantikan",,,"presiden, presiden, mpr, dpr",
jangan bicara anti korupsi kalau saat ditilang minta damai jangan bicara soal moral kalau saat lampu merah masih berhenti di zebra cross,5.0,5.0,0,2,1,0.5436,neutral,True,"minta, damai, moral, lampu, merah","anti, korupsi, kalau, soal, kalau",,"jangan, jangan",korupsi,
kalau ada yang nanya lagi apa yang kamu lakukan buat negara jawab kita taat pajak buat bayar gaji jt stafsus milenial juta bpip jt gaji presiden menanggung beban bayar subsidi silang biaya gratis dan diskon listrik untuk sesama rakyat belum bergerak jatuhkan,13.0,10.0,0,1,4,1.0,positive,False,"ada, buat, jawab, taat, buat, bayar, juta, presiden, bayar, subsidi, gratis, diskon, bergerak","kalau, yang, nanya, lagi, apa, yang, pajak, menanggung, beban, silang",,belum,"negara, pajak, presiden, subsidi",
aksi demo dpn indosat bentrok via,1.0,2.0,0,0,0,0.725,negative,False,aksi,"demo, bentrok",,,,
yuk nonton prestasitanpakorupsi dengan bintang bintang menteri menteri pariwisata mendikbud nadiem makarim dengan pamungkas presiden mari bersama mencegah korupsi di lingkungan masing masing agar indonesia maju jubir,6.0,3.0,0,0,4,1.0,positive,False,"yuk, presiden, mari, bersama, lingkungan, maju","mencegah, korupsi, agar",,,"menteri, menteri, presiden, korupsi",
fpksdprri usul gaji presiden menteri dipotong untuk penanganan virus corona itu lebih bermartabat ketimbang pemerintah buka rekening tampung bantuan rakyat unt atasi covid yang setuju usulan anggota itu silahkan retweet,9.5,5.5,1,0,2,1.0,positive,False,"usul, presiden, penanganan, lebih, bermartabat, buka, bantuan, setuju, silahkan","virus, itu, yang, anggota, itu",lebih,,"presiden, menteri",
oktober pajak progresif kendaraan bermotor naik jktnews,2.0,1.0,0,0,1,0.7271,positive,False,"progresif, naik",pajak,,,pajak,
seiring informasi yang kami terima sehabis lebaran presiden jokowi berencana akan melakukan reshuffle kabinet terbatas lebaran tahun ini akan menjadi momen open house terakhir untuk nama sejumlah menteri,4.0,3.0,0,0,3,0.7225,positive,False,"informasi, terima, presiden, terbatas","yang, kabinet, open",,,"presiden, kabinet, menteri",
ini dia imbas dari kenaikan harga bbm bagi pekerja setiap hari jktnews,3.0,3.0,0,0,1,0.595,neutral,True,"harga, bagi, pekerja","dia, imbas, dari",,,bbm,
ada berita lucu isinya psi minta anies fokus pada kebijakan pro rakyat ini partai isinya sawan semua apa gimana sih memang presidennya siapa yang naikkan bpjs siapa yang naikkan bbm siapa yang naikkan listrik siapa yang buat banyak pajak siapa kok minta ke anies,18.0,9.0,0,0,3,1.0,positive,False,"ada, lucu, minta, fokus, kebijakan, pro, memang, siapa, naikkan, siapa, naikkan, siapa, naikkan, siapa, buat, banyak, siapa, minta","berita, pada, semua, apa, yang, yang, yang, yang, pajak",,,"bpjs, bbm, pajak",
jktfinance rt perhatikan ongkos beli emas yang meliputi ongkos pembuatan pajak dan kemungkinan pemotongan harga saat menjual,3.0,7.0,0,0,1,1.0,negative,False,"beli, emas, harga","yang, meliputi, pembuatan, pajak, kemungkinan, pemotongan, menjual",,,pajak,
tips menghemat bensin saat mudik dengan mobil pribadi jkttips,2.0,1.0,0,0,0,0.6833,positive,False,"tips, mobil",mudik,,,,
itu salah satu ekpressi kemarahan rakyat tetapi prtanyaan yang sama apakah dpr dpd ma kabinet mpr hrs dibubarkan juga kan sama ada yang di ott,4.0,6.0,0,0,3,0.91,negative,False,"satu, sama, sama, ada","itu, salah, kemarahan, yang, kabinet, yang",,,"dpr, kabinet, mpr",
amat berduka saat kemarin tgl mendengar wafatnya bpk shofwan chudhory ayahanda staf khusus presiden prof erani yustika beliau adl anggota dpr mpr teman gus dur yang penuh dedikasi inna lillah wa inna ilaihi raji un allahumma ighfir lahu warhamhuu amiin,5.5,3.5,1,0,3,0.8962,positive,False,"amat, ayahanda, khusus, presiden, penuh","berduka, anggota, yang",amat,,"presiden, dpr, mpr",
daripada membahas revisi uu kpk lebih baik dpr dan pemerintah membahas bagaimana supaya di lembaganya tak ada yang korupsi,4.5,4.5,1,1,2,0.6184,neutral,True,"membahas, lebih, baik, membahas","supaya, ada, yang, korupsi",lebih,tak,"dpr, korupsi",
harga bbm terus naik rupiah semakin melemah tenaga kerja asing semakin banyak kami serius mengganti presiden di pilpres gantipresiden,9.0,4.0,2,0,3,1.0,positive,False,"harga, naik, semakin, tenaga, kerja, semakin, banyak, presiden","melemah, asing, serius","semakin, semakin",,"bbm, rupiah, presiden",
uang negara bukan uang menteri atau uang presiden jadi terlihat buruk jika klaim uang itu miliknya sehingga bisa seenaknya menghardik yanggajikamusiapa yuk sama gunakan akal sehat asn tau bahwa gajinya dari rakyat hormati sikapnya yang netral maupun tidak pro pemerintah,5.0,8.0,0,2,3,1.0,negative,False,"presiden, jadi, yuk, sama, sehat","buruk, itu, seenaknya, menghardik, tau, dari, yang, pro",,"bukan, tidak","negara, menteri, presiden",
bapak ini dipilih mpr tujuh kali jadi presiden berkuasa selama tahun sampai akhirnya palu yang dipakai ketua dpr mpr patah,4.0,2.0,0,0,4,0.905,positive,False,"jadi, presiden, berkuasa, sampai","yang, patah",,,"mpr, presiden, dpr, mpr",
satu lagi pimpinan dpr kejeblos korupsi dpr dan partai telah menjadi tempat pelacuran politik agama jadi tunggangan dan demo tauhid ternyata kampanye pilpres apa kita mau orang jenis ini mewakili kita di parlemen atau maju sebagai capres apa jadinya negeri ini nantinya,5.0,11.0,0,0,4,1.0,negative,False,"satu, jadi, kampanye, mau, maju","lagi, korupsi, tempat, politik, agama, demo, apa, mewakili, parlemen, sebagai, apa",,,"dpr, korupsi, dpr, politik",
desmond j mahendra uu ini kan usulan pemerintah dpr sudah bahas bersama pemerintah tiba tiba minta ditunda ini kan presiden lucu lucuan namanya,6.0,0.0,0,0,2,1.0,positive,False,"sudah, bahas, bersama, minta, presiden, lucu",,,,"dpr, presiden",
menteri ekonomi bilang investasi lebih baik dengan otoriterisme mendagri memuji china ketua pb nu mau pemilihan presiden dikirim balik ke mpr sementara itu politisi partai koalisi bicara aspirasi tentang kursi presiden boleh diduduki tiga kali dan ini bukan mimpi,10.5,4.5,1,1,5,1.0,positive,False,"lebih, baik, memuji, mau, presiden, dikirim, aspirasi, tentang, presiden, boleh","balik, sementara, itu, mimpi",lebih,bukan,"menteri, ekonomi, presiden, mpr, presiden",
banyaknya korban dari tenaga kesehatan menunjukkan betapa lambatnya pemerintah dalam menghadapi wabah corona menteri kesehatan terawan sepantasnya mundur dari jabatannya jika tidak presiden jokowi yang harus memecatnya,7.0,10.0,0,1,2,1.0,negative,False,"banyaknya, tenaga, kesehatan, betapa, dalam, kesehatan, sepantasnya","korban, dari, menunjukkan, menghadapi, wabah, mundur, dari, presiden, yang, harus",,tidak,"menteri, presiden",
bp djarot dan bbrp menteri tlh resmikan mal pelayanan publik persis sblm alih jabatan gub dki paspor bpjs imb npwp siup pajak pbb dll,1.0,1.0,0,0,3,0.5308,neutral,True,pelayanan,pajak,,,"menteri, bpjs, pajak",
mereka tidak benar benar memikirkan rakyat tidak presiden tidak mpr dpr dpd semua memikirkan dirinya kelompoknya kekuasaannya hartanya keluarganya dalam benaknya bukan rakyat bukan juga negara ini semua tentang mereka dan kalian masih asik dukung diantara mereka,5.0,6.0,0,5,4,0.6543,negative,False,"benar, dalam, tentang, asik, dukung","benar, memikirkan, presiden, semua, memikirkan, semua",,"tidak, tidak, tidak, bukan, bukan","presiden, mpr, dpr, negara",
dpr dan mpr tolong presiden nya di larang ngutang sana sini lagi siapa yang mau bayar nenek moyang ahok,5.0,5.0,0,0,3,0.6416,neutral,True,"tolong, presiden, siapa, mau, bayar","larang, lagi, yang, nenek, moyang",,,"dpr, mpr, presiden",
rekam aksi kerenmu dengan varian norishi dari kfc dan menangkan hadiah jutaan rupiah klik gotomalls events,4.0,2.0,0,0,1,0.8638,positive,False,"rekam, aksi, varian, hadiah","dari, klik",,,rupiah,
oktober pajak progresif kendaraan bermotor naik jktnews,2.0,1.0,0,0,1,0.7271,positive,False,"progresif, naik",pajak,,,pajak,
korupsi nyolong mengambil brg orang lain tanpa seijin pemiliknya bisa aman jika dilakukan scr syariah beri contoh dong nyolong maling syariah itu seperti apa bpk ini semakin tua bukannya makin taubat tetapi makin lucu,9.5,10.5,3,0,1,0.8571,negative,False,"aman, beri, contoh, seperti, semakin, makin, makin, lucu","korupsi, nyolong, lain, tanpa, nyolong, itu, apa, tua, bukannya","semakin, makin, makin",,korupsi,
ratusan mahasiswa dari berbagai kampus masih berdemonstrasi di depan gedung dpr mpr jakarta hingga jelang magrib saat berita ini ditulis beberapa perwakilan mahasiswa sedang bertemu perwakilan pemerintah dan dpr,3.0,2.0,0,0,6,0.7631,positive,False,"berbagai, jelang, bertemu","dari, berita",,,"mahasiswa, kampus, dpr, mpr, mahasiswa, dpr",
